P,8,5,383,79.1
P,5,9,2528,78.9
T
R,4,6,1711
S,3,1,15,18
N,2035,5,4,19
15184,5,4
84709,5,1
98119,5,9
79587,5,7
38983,5,9
40230,5,10
22116,5,2
89567,5,5
5958,5,7
17638,5,5
18100,5,6
24003,5,8
24023,5,3
54999,5,6
69220,5,7
70758,5,1
72675,5,4
73667,5,3
83111,5,7
N,315,5,3,12
36582,5,10
41696,5,2
56803,5,1
4150,5,9
15063,5,5
31207,5,3
38599,5,5
60919,5,4
79332,5,8
79503,5,5
93924,5,3
97990,5,7
N,1243,5,3,19
94567,5,2
73019,5,9
21679,5,10
16031,5,10
69031,5,6
69335,5,5
63391,5,9
81639,5,4
79567,5,6
72197,5,6
20091,5,3
32473,5,5
42017,5,4
47814,5,9
48305,5,6
79047,5,2
79546,5,8
84837,5,6
97383,5,3
N,2263,5,4,16
39239,5,9
97797,5,5
97983,5,6
99899,5,3
28071,5,6
61127,5,3
1607,5,4
13795,5,7
15587,5,8
26711,5,8
40679,5,3
47463,5,4
51415,5,8
57830,5,4
65213,5,5
73439,5,5
N,481,5,3,13
87526,5,7
81119,5,1
46175,5,4
98006,5,9
3127,5,5
32485,5,5
46119,5,5
46823,5,4
48854,5,8
71399,5,4
79570,5,3
93770,5,6
97493,5,4
N,2155,5,3,16
67143,5,5
89831,5,1
23843,5,1
877,5,6
2515,5,2
6199,5,6
9670,5,4
20071,5,1
24259,5,6
26078,5,3
48287,5,1
60644,5,10
81511,5,3
81607,5,1
89799,5,5
96983,5,18
N,771,5,3,8
40403,5,3
48853,5,8
81497,5,6
81623,5,10
89567,5,4
96967,5,1
97701,5,5
98822,5,9
S,3,4,17,19
N,1633,5,4,14
72391,5,8
99943,5,6
3646,5,1
56545,5,8
15327,5,8
15879,5,9
16101,5,2
27749,5,9
35741,5,1
40601,5,2
48167,5,1
78311,5,3
79335,5,2
80481,5,1
P,9,5,1837,137.3
P,6,10,1909,160
N,2303,5,5,17
68071,5,4
64487,5,10
77741,5,8
3975,5,10
57053,5,2
97691,5,9
76630,5,10
44743,5,4
15843,5,6
16022,5,1
39407,5,7
46791,5,3
60133,5,1
63719,5,10
73131,5,2
89507,5,9
91337,5,1
T
S,7,6,20,19
N,2306,5,5,10
2621,5,6
11493,5,6
15975,5,2
27111,5,10
37851,5,2
77535,5,6
89294,5,9
89538,5,8
97955,5,1
99995,5,1
N,311,5,5,10
64101,5,6
17790,5,2
21799,5,2
23123,5,1
48710,5,6
54947,5,10
77543,5,5
81633,5,9
89175,5,3
95975,5,3
N,2563,5,5,16
56281,5,1
40359,5,8
95445,5,6
15559,5,6
52699,5,10
36053,5,6
87527,5,8
15999,5,4
24034,5,8
42685,5,1
77763,5,5
80087,5,5
81215,5,8
81629,5,2
87234,5,1
97891,5,7
N,715,5,3,17
56931,5,9
24263,5,9
64678,5,9
61849,5,2
32326,5,5
80549,5,7
25991,5,2
1510,5,4
15847,5,2
19158,5,5
24021,5,6
55863,5,3
62949,5,4
81303,5,5
89767,5,9
90835,5,2
96990,5,7
N,73,5,5,10
13015,5,8
15675,5,10
27111,5,8
29287,5,6
63075,5,1
64999,5,8
81247,5,3
81585,5,9
81639,5,5
85733,5,10
O,9,9,1231
P,10,5,2638,111.4
T
N,896,5,5,17
85031,5,7
85638,5,7
35030,5,10
40679,5,10
56499,5,1
15735,5,4
81511,5,4
44706,5,4
16035,5,1
32213,5,4
36581,5,5
55385,5,8
71381,5,6
71871,5,2
76518,5,7
88919,5,2
94892,5,3
R,2,7,2914
D,7,9
N,1499,5,4,6
4663,5,9
23378,5,7
56869,5,4
68070,5,1
73431,5,3
81447,5,3
P,3,3,2323,186.66
S,3,10,13,18
P,3,1,1146,203.49
P,3,2,1273,189.99
P,8,5,1904,147.2
P,10,10,955,210.6
N,2291,5,4,17
32231,5,8
73423,5,4
73400,5,3
81031,5,6
69123,5,8
40605,5,3
71087,5,2
87650,5,4
89575,5,10
47761,5,5
56909,5,10
73447,5,10
81507,5,8
87014,5,1
89551,5,8
89826,5,5
98913,5,2
N,1663,5,4,17
64702,5,9
15079,5,7
23206,5,2
93927,5,3
22246,5,9
89831,5,6
40423,5,10
4763,5,3
10967,5,8
14813,5,8
15284,5,3
36327,5,3
45411,5,5
52639,5,5
54881,5,6
56039,5,10
97555,5,8
N,635,5,5,15
80991,5,4
57039,5,9
40543,5,8
6198,5,7
12001,5,7
15967,5,9
19398,5,3
22209,5,4
23271,5,7
29246,5,8
32229,5,8
76518,5,9
80423,5,1
91687,5,4
97983,5,10
N,1795,5,3,11
89783,5,9
6141,5,7
15495,5,1
15711,5,10
27687,5,3
28343,5,6
37027,5,8
43861,5,10
65215,5,9
80550,5,9
81623,5,6
N,75,5,3,17
64727,5,1
71141,5,10
21153,5,5
92327,5,3
5126,5,10
36207,5,10
73051,5,2
1091,5,2
5951,5,5
8739,5,10
48871,5,2
55526,5,7
60725,5,1
65127,5,3
83685,5,3
89703,5,7
97766,5,9
O,5,5,2011
P,5,9,670,7115.35
N,2289,5,3,17
48823,5,2
19422,5,5
21604,5,4
81634,5,7
73447,5,7
84950,5,3
26310,5,8
19687,5,1
23070,5,5
24017,5,7
37844,5,1
47719,5,8
48610,5,3
52199,5,1
64182,5,1
65251,5,5
96993,5,3
P,5,3,2452,103.05
O,7,10,1173
O,10,7,1725
D,9,3
S,1,1,14,15
N,2269,5,4,15
97840,5,7
56038,5,10
32452,5,9
15589,5,8
89582,5,3
56583,5,4
6214,5,2
23206,5,8
40462,5,5
53318,5,3
55006,5,7
81317,5,5
85897,5,1
89702,5,3
90535,5,4
D,2,4
N,2291,5,4,20
79059,5,3
28375,5,1
55911,5,9
56801,5,1
56935,5,6
22213,5,4
89703,5,6
75430,5,6
73438,5,10
72870,5,6
24195,5,10
51844,5,9
55259,5,4
58976,5,3
73319,5,4
85733,5,4
88547,5,5
89767,5,8
89790,5,8
94374,5,2
N,2175,5,3,15
13411,5,6
44070,5,9
65239,5,2
6199,5,10
57055,5,8
15577,5,1
22207,5,8
27864,5,8
31431,5,10
38591,5,5
51941,5,2
56547,5,9
64743,5,3
72963,5,4
92839,5,9
D,6,2
N,755,5,5,11
30439,5,2
52324,5,7
15571,5,3
31781,5,2
40662,5,5
67809,5,9
88903,5,9
89543,5,3
89830,5,1
94687,5,10
95975,5,5
O,4,7,1479
N,269,5,4,7
18957,5,3
23270,5,1
30183,5,2
56804,5,6
85671,5,3
89574,5,7
89827,5,8
N,2306,5,4,13
65255,5,6
65245,5,8
24037,5,4
48537,5,10
15167,5,4
16007,5,2
48539,5,3
57063,5,2
59111,5,2
80359,5,8
92902,5,1
93903,5,2
97991,5,4
N,2227,5,3,6
6140,5,7
23749,5,6
24266,5,4
31975,5,9
65255,5,7
97427,5,4
N,995,5,3,18
68181,5,9
88807,5,1
56003,5,3
96804,5,8
57063,5,8
27022,5,5
72933,5,4
24115,5,5
829,5,5
1759,5,2
32482,5,6
40647,5,2
48789,5,6
64997,5,8
68063,5,9
70114,5,1
76903,5,10
81383,5,6
D,4,8
D,1,4
N,1666,5,3,19
96979,5,1
8750,5,9
40671,5,10
40402,5,6
75969,5,3
65223,5,6
85735,5,5
41639,5,9
48871,5,1
89819,5,5
511,5,3
11239,5,10
39043,5,5
48838,5,3
65255,5,1
69006,5,8
69250,5,2
69798,1,3
97701,5,6
N,2299,5,4,10
13895,7,3
15783,5,10
24007,5,10
27361,5,4
40287,5,8
45670,5,3
57952,5,5
72845,5,2
72871,5,8
98017,5,10
P,1,9,2669,11433.1
I,1,1,13
I,6,1,12
D,6,5
N,1259,5,3,19
52358,5,4
45510,5,5
35543,5,6
30438,5,8
11334,5,3
54819,5,7
2213,5,9
32483,5,2
52451,5,9
80999,5,5
34149,5,1
36580,5,10
38625,5,10
40141,5,3
45782,5,3
52707,5,9
73423,5,10
85733,5,1
89831,5,9
N,2131,5,3,12
73127,5,8
27366,5,9
6146,5,7
9151,5,10
16087,5,8
30419,5,5
37015,5,6
52739,5,1
53665,5,2
64097,5,8
73383,5,1
75197,5,10
N,315,5,3,17
95975,5,7
56841,5,1
13871,5,10
93923,5,3
39575,5,8
36319,5,9
23238,5,5
97891,5,5
1965,5,8
30438,5,1
44732,5,9
52455,5,9
64934,5,1
73382,5,7
78293,5,2
95453,5,1
97827,5,4
I,7,1,18
P,9,7,1019,54.2
P,10,2,2485,9055.44
N,1065,5,4,11
12006,5,3
24215,5,2
24293,5,2
38503,5,4
40661,5,2
46307,5,1
48705,5,2
48854,5,10
56790,5,5
56935,5,3
61095,5,9
