O,1,6,2298
T
N,331,4,6,15
54759,4,7
71274,4,7
69253,4,7
40672,4,10
48739,4,9
64219,4,7
11837,4,6
15573,4,4
40663,4,5
56459,4,1
64737,4,1
72331,4,3
73314,3,9
89771,4,9
93527,7,8
S,8,6,11,18
N,2018,4,6,10
69326,4,4
5907,4,4
26686,4,4
51107,4,5
54830,4,9
61155,4,8
75903,4,9
85279,4,10
88215,4,3
96422,4,6
N,1795,4,7,15
56419,4,1
48471,4,4
63943,4,6
1331,4,4
3974,4,2
5370,4,9
15835,4,9
16006,4,7
22247,4,1
30805,4,8
46430,4,2
60999,4,6
63189,4,3
69031,4,2
72667,4,7
R,10,9,2057
P,8,1,269,4886.52
O,6,9,1124
N,963,4,7,8
19895,4,3
35751,4,8
38558,4,4
40675,4,9
51423,4,8
56149,4,4
64391,4,4
97983,4,9
I,3,9,11
N,1155,4,6,11
56423,4,5
6204,4,3
23986,4,4
52195,4,4
61151,4,2
68176,4,5
73343,4,1
93638,4,2
95974,4,6
97383,4,10
97477,4,2
N,1219,4,6,19
2977,4,1
6111,4,6
49383,4,9
30933,4,5
75431,4,3
4663,4,1
29895,4,10
80159,4,5
22983,4,8
85655,4,1
44738,4,2
52931,4,1
54426,4,8
54905,4,6
55926,4,8
71365,4,9
72419,4,9
89188,4,3
89287,4,9
N,331,4,7,14
32486,4,6
20189,4,2
95351,4,4
63591,4,5
35943,4,2
17363,4,3
28007,4,10
34328,4,6
39613,4,5
48821,4,7
57027,4,10
84643,4,6
86246,4,5
88335,4,3
N,2771,4,6,18
52839,4,1
32486,4,8
64999,4,9
31398,4,1
88547,4,6
79570,4,5
25079,4,10
54942,4,3
3126,4,2
5435,4,4
9215,4,10
48036,4,6
57029,4,9
60515,4,3
65102,4,1
73179,4,1
89765,4,3
95975,4,6
N,699,4,7,17
96913,4,6
64433,4,6
79327,4,3
73415,4,6
64866,4,4
69287,4,3
56023,4,5
87453,4,9
6688,4,4
16512,4,4
45798,4,10
48343,4,6
56293,4,4
72903,4,1
81062,4,6
88511,4,5
93385,4,9
D,5,1
D,4,5
D,5,8
P,2,3,2719,2848.52
D,6,9
D,4,7
D,1,3
O,5,9,1924
P,10,10,2690,78.3
N,1755,4,6,11
9923,4,7
69327,4,1
23967,4,1
32327,4,8
44759,4,1
48743,4,2
51943,4,5
55015,4,7
55269,4,5
56998,4,7
97503,4,9
P,7,5,2184,190.59
P,2,6,2454,113.9
N,250,4,7,12
89053,4,6
14599,4,10
15583,4,6
15706,4,4
30119,4,1
63715,4,9
65117,4,1
70879,4,3
89319,4,3
96999,4,5
97894,4,7
97967,4,4
N,675,4,6,19
77415,4,8
5702,4,7
26959,4,3
97439,4,7
1927,4,8
13021,4,2
24295,4,6
63203,4,3
89299,4,8
8879,4,4
24274,4,10
44644,4,2
72834,4,6
72867,4,5
81119,4,1
81349,4,4
81473,4,10
97407,3,6
97991,4,2
N,319,4,6,6
21543,4,7
39138,4,1
39893,4,4
51423,4,5
89679,4,3
97637,4,1
N,257,4,6,5
11909,4,6
19645,4,7
57020,4,9
86615,4,6
87271,4,1
N,299,4,7,10
14435,4,10
16101,4,1
23462,4,8
32421,4,5
38499,4,6
52690,4,2
54919,4,8
55909,4,2
61029,4,9
96795,4,5
N,2243,4,6,12
52895,4,10
93863,4,7
68300,4,2
9996,4,3
16094,4,2
24263,4,7
36279,4,10
56535,7,4
65124,4,3
73367,4,9
80863,4,6
97894,4,1
D,1,6
O,9,8,1086
O,7,5,1991
D,7,2
N,195,4,7,17
32197,4,8
52963,4,2
24117,4,4
16086,4,4
16070,4,9
65110,4,9
5557,4,6
14047,4,2
14940,4,8
21725,4,6
22870,4,1
29927,4,4
48707,4,5
62535,4,3
71255,4,3
72807,4,7
73319,4,5
N,1215,4,7,5
24189,4,6
47717,4,4
48615,4,1
71125,4,8
84679,4,5
D,1,4
D,2,9
D,9,1
D,9,2
N,770,4,6,8
2109,4,8
6085,4,8
6151,4,6
6215,4,1
56647,4,9
64231,4,4
87766,4,10
92135,4,5
P,4,3,1209,81.7
N,960,4,6,18
81119,4,6
29779,4,6
36581,4,8
85687,4,3
56927,4,8
96159,4,6
40615,4,7
70965,4,9
71391,4,3
23783,4,7
32475,4,7
40663,4,8
52693,4,4
63975,4,4
78533,4,8
88013,4,2
89319,4,3
93655,4,6
N,2171,4,6,11
81573,4,2
89699,4,4
89831,4,5
31893,4,7
35335,4,4
44518,4,4
80484,4,2
84535,4,5
88550,4,6
89747,4,3
97895,4,5
T
N,331,4,7,19
48839,4,10
52958,4,3
31463,4,9
9879,4,5
97541,4,10
14401,4,2
20178,4,2
16079,4,9
3398,4,6
13666,4,4
13893,4,3
13982,4,1
23527,4,4
28391,4,5
40661,4,5
48838,4,8
64917,4,4
65207,4,7
73431,4,6
P,7,3,1966,94.3
D,6,10
N,266,4,6,6
6215,4,5
24293,4,5
46490,4,10
78559,4,4
95687,4,10
96203,4,3
T
N,769,4,7,19
15847,4,1
83495,4,10
64995,4,2
24095,4,3
12007,4,5
99990,4,7
13218,4,8
46814,4,7
5063,4,10
5703,4,6
12215,4,1
15590,4,4
26338,4,4
48469,4,1
48807,4,6
56395,4,2
61981,4,8
73251,4,3
97925,4,9
P,5,5,2109,2029.59
N,1731,4,6,9
72038,4,9
39975,4,1
56548,4,1
62183,4,7
64287,4,7
71157,4,2
96461,4,4
97726,4,9
98023,4,5
I,3,4,19
N,1855,4,7,15
69034,4,10
41109,4,3
80463,4,3
80319,4,3
65250,4,9
22165,4,4
23523,4,4
28366,4,4
28619,4,6
32231,4,7
39515,4,2
53947,4,5
80450,4,2
81381,4,3
92903,4,10
D,6,10
N,1795,4,6,16
89431,4,2
89797,4,3
45734,4,7
89766,4,1
64101,4,2
56802,4,8
46691,4,8
18643,4,3
28359,4,5
56241,4,1
57057,4,2
61151,4,1
73283,4,6
74847,4,7
89683,4,6
97687,4,6
N,755,4,6,16
65185,4,5
61159,4,4
64183,4,2
40679,4,7
80071,4,6
40423,4,7
5186,4,1
17637,4,9
31452,4,3
32481,4,2
39111,4,7
41441,4,2
63205,4,3
64231,4,4
77447,4,2
80253,4,6
S,5,1,14,12
N,1535,4,7,19
89823,4,6
81634,4,8
73415,4,5
95239,4,1
60869,4,7
81575,4,2
81375,4,4
97937,4,5
5887,1,8
7431,4,7
16101,4,5
24295,4,7
27108,4,7
52964,4,3
61926,4,1
64004,4,7
70295,4,7
71895,4,3
73431,4,9
D,3,10
D,6,1
N,2297,4,6,5
6211,4,5
9617,4,4
77493,4,4
81369,4,5
89559,4,8
N,2301,4,7,9
8119,4,9
15847,4,7
16007,4,8
30338,4,1
48855,4,8
56927,4,6
80051,4,2
85938,4,8
97445,4,6
N,40,4,6,18
61655,4,4
95623,4,4
98022,4,4
40635,4,4
80098,4,4
72135,4,6
16085,4,7
16099,4,4
22759,4,1
23271,4,6
38311,4,9
62049,4,7
62182,4,8
63191,4,2
63207,4,9
81638,4,6
89701,4,6
97849,4,6
T
T
D,6,6
P,7,10,1677,96.5
P,8,8,490,132.2
N,1219,4,7,13
36422,4,7
41191,4,3
22247,4,10
38116,4,5
7911,4,8
20583,4,8
55455,4,3
69351,4,3
81121,4,8
81422,10,5
93799,4,7
95967,4,7
97974,4,1
N,299,4,7,17
36571,4,6
4103,4,3
64871,4,4
3891,4,7
71811,4,2
71,4,4
24289,4,7
15590,4,3
23236,4,3
24295,4,1
29277,4,6
40531,4,3
44767,10,2
47201,4,10
77249,4,9
78019,4,4
89315,4,3
N,1283,4,6,6
5694,4,10
32212,4,4
40671,4,10
67975,4,3
73427,4,10
93669,4,8
O,1,3,1984
D,6,7
N,1265,4,6,19
83559,10,9
14990,4,7
95447,4,9
32211,4,9
56967,4,7
62533,4,9
1318,4,6
81575,4,10
53415,4,4
95918,4,10
24158,4,9
32373,4,2
46723,4,9
48615,4,9
60647,4,8
64671,4,8
81573,4,10
87698,4,2
97575,4,5
P,10,9,1081,103.1
N,2302,4,6,8
71,4,4
823,4,9
2117,4,8
19006,4,5
23111,3,4
31463,4,1
59103,4,2
89247,4,6
D,6,2
N,1265,4,6,15
65255,4,5
74981,4,4
34534,4,2
21601,4,8
1091,4,2
5095,4,2
15775,4,9
23967,4,2
27798,4,2
56722,4,5
73174,4,7
77543,4,4
81607,4,1
95951,4,3
97767,4,1
P,5,10,1911,179.1
N,234,4,7,6
1919,4,6
